ID da resposta,genero,raca,deficiencia,idade,civil,filhos,religiao,politica,escolarizacao,escol_pai,profissao_pai,escol_mae,profissao_mae,gde_area,disciplina,uf,localizacao,cat_adm,org_acad,tempo_institu,capes,cons_empresas,cons_gov,cons_ag_fomento,atu_com_regu,atu_com_pesq,coord_gp,part_gp,coord_pg,coord_grad,soc_c_nacio,soc_c_inter,ABC,SBPC,publi_liv_tec,publi_liv_geral,patentes,publi_art_c,parecer_rev,part_event_c,org_event_c,divulga_c,curso_com_ext,p_teorica,p_experimental,p_laboratorio,p_empirca,p_aplicada,p_tecnologica,p_campo,p_demanda,p_outros,docencia,pos_lato_s,pos_stricto_s,extensao,projeto_pesq,administracao,orienta_grad,orienta_stricto_s,orienta_lato_s,medicina,fisioterapia,biologia,geologia,sociologia,historia,psicologia,filosofia,letras,artes,economia,administracao,direito,matematica,fisica,quimica,computacao,eng_prod,eng_mec,agronomia,zootecnia,coment_finais
957,Feminino,Branca,Não,38,Casada/o,0,Sem religião,De esquerda,publica,ensino básico,serviços comerciais,ensino básico,artífice-técnica,Ciências da Natureza,Química,Rio Grande do Sul,No interior,Pública Federal,Universidade,9,4,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,,4,0 - Não atua,4,1 - Pouco,4,5 - Muito,5 - Muito,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
958,Masculino,Branca,Não,59,Casada/o,1,Sem religião,De centro,publica,ensino básico,serviços comerciais,ensino básico,dona de casa,Ciências Exatas,Física,Rio Grande do Sul,Na capital,Pública Federal,Universidade,25,7,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,,2,0 - Não atua,1 - Pouco,1 - Pouco,5 - Muito,0 - Não atua,3,5 - Muito,0 - Não atua,3,2,4,4,2,2,2,3,2,2,3,1 - Pouco,1 - Pouco,3,5 - Muito,5 - Muito,3,3,3,3,3,Obrigado!
959,Feminino,Branca,Não,34,Divorciada/o,0,Católico,Prefiro não responder,publica,ensino médio,serviços técnicos,ensino básico,dona de casa,Ciências Exatas,Computação,Rio Grande do Sul,No interior,Privada sem fins lucrativos,Universidade,1,3,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,2,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,2,
960,Feminino,Branca,Não,36,Divorciada/o,0,Católico,De centro,publica,ensino superior,serviços profissionais,ensino superior,serviços técnicos,Ciências da Saúde,Farmacologia,Rio Grande do Sul,No interior,Pública Federal,Universidade,6,4,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,,5 - Muito,0 - Não atua,4,3,4,3,3,3,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
961,Feminino,Branca,Não,42,Casada/o,2,Evangélico,De direita,particular,ensino superior,serviços profissionais,ensino médio,dona de casa,Ciências da Saúde,Farmacologia,Paraná,Na capital,Pública Federal,Universidade,8,5,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,,4,0 - Não atua,3,1 - Pouco,5 - Muito,2,1 - Pouco,5 - Muito,0 - Não atua,5 - Muito,4,3,1 - Pouco,1 - Pouco,1 - Pouco,3,2,1 - Pouco,1 - Pouco,3,1 - Pouco,1 - Pouco,1 - Pouco,1 - Pouco,5 - Muito,2,3,1 - Pouco,1 - Pouco,1 - Pouco,
962,Masculino,Branca,Não,57,Casada/o,3+,Sem religião,De direita,publica,ensino básico,setor agrícola,ensino básico,dona de casa,Ciências Agrárias,Agronomia,Paraná,No interior,Pública Estadual,Universidade,35,6,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,,1 - Pouco,0 - Não atua,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,1 - Pouco,5 - Muito,0 - Não atua,1 - Pouco,1 - Pouco,5 - Muito,5 - Muito,2,1 - Pouco,1 - Pouco,3,Não é ciência,Não é ciência,2,3,2,3,5 - Muito,5 - Muito,4,3,3,5 - Muito,5 - Muito,Nada
963,Masculino,Branca,Não,45,Casada/o,0,Católico,De esquerda,publica,ensino básico,setor agrícola,ensino básico,dona de casa,Ciências Agrárias,Agronomia,Rio Grande do Sul,No interior,Pública Federal,Universidade,13,6,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,,4,0 - Não atua,4,1 - Pouco,5 - Muito,5 - Muito,4,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
965,Masculino,Branca,Não,39,Solteira/o,0,Espiritismo,De esquerda,particular,ensino médio,serviços comerciais,ensino médio,dona de casa,Engenharias,Engenharia de materiais,São Paulo,No interior,Pública Federal,Universidade,4,7,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Não,,5 - Muito,0 - Não atua,5 - Muito,4,5 - Muito,3,3,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,1 - Pouco,5 - Muito,Não é ciência,3,3,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
966,Masculino,Branca,Não,56,Casada/o,3+,Espiritismo,De esquerda,publica,ensino superior,serviços profissionais,ensino superior,educação,Ciências da Natureza,Bioquímica,Santa Catarina,Na capital,Pública Federal,Universidade,28,5,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,,4,0 - Não atua,3,5 - Muito,5 - Muito,0 - Não atua,3,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,4,5 - Muito,5 - Muito,4,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
967,Masculino,Branca,Não,53,Casada/o,3+,Sem religião,De esquerda,publica,ensino básico,artífice-técnico,ensino básico,setor agrícola,Ciências Humanas,Sociologia,Rio Grande do Sul,No interior,Privada sem fins lucrativos,Universidade,26,5,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,,3,1 - Pouco,5 - Muito,3,5 - Muito,1 - Pouco,0 - Não atua,4,1 - Pouco,5 - Muito,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,Não é ciência,5 - Muito,Não é ciência,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,"Apenas um comentário de ajuste no formulário: meu pai era analfabeto e o questionário não prevê isso (coloca como escolarização mínima o ensino fundamental incompleto, se não me engano)."
968,Masculino,Branca,Não,45,Casada/o,0,Evangélico,De direita,publica,ensino superior,serviços técnicos,ensino médio,serviços técnicos,Ciências Exatas,Química,São Paulo,No interior,Pública Estadual,Universidade,12,6,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,5 - Muito,0 - Não atua,5 - Muito,2,5 - Muito,3,3,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
970,Feminino,Branca,Sim,64,Casada/o,1,Católico,Prefiro não responder,publica,ensino básico,artífice-técnico,ensino básico,dona de casa,Ciências Agrárias,Química,Pará,Na capital,Pública Federal,Universidade,1,4,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,3,3,5 - Muito,4,4,4,4,4,4,4,4,4,4,5 - Muito,5 - Muito,5 - Muito,4,4,4,4,4,
971,Feminino,Branca,Não,36,Casada/o,0,Católico,De centro,publica,ensino básico,empresário,ensino básico,dona de casa,Ciências da Saúde,Farmacologia,Rio Grande do Sul,No interior,Privada sem fins lucrativos,Universidade,4,4,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,,5 - Muito,0 - Não atua,4,0 - Não atua,5 - Muito,0 - Não atua,2,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
972,Feminino,Branca,Não,50,Casada/o,2,Sem religião,Prefiro não responder,particular,ensino superior,serviços administrativos,ensino superior,educação,Engenharias,Engenharia ambiental,Paraná,No interior,Pública Estadual,Universidade,24,4,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,,5 - Muito,2,5 - Muito,1 - Pouco,5 - Muito,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,2,5 - Muito,2,5 - Muito,4,4,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,5 - Muito,5 - Muito,5 - Muito,
973,Prefiro não responder,Prefiro não responder,Não,46,Casada/o,0,Ateísmo,Prefiro não responder,publica,ensino superior,serviços profissionais,ensino superior,serviços profissionais,Engenharias,Engenharia mecânica,Santa Catarina,Na capital,Pública Federal,Universidade,6,6,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,,5 - Muito,0 - Não atua,5 - Muito,4,5 - Muito,5 - Muito,4,5 - Muito,0 - Não atua,4,3,5 - Muito,4,1 - Pouco,1 - Pouco,2,1 - Pouco,Não é ciência,Não é ciência,1 - Pouco,Não é ciência,Não é ciência,4,5 - Muito,5 - Muito,4,Não é ciência,4,5 - Muito,5 - Muito,"O seu último item ""disciplinas como mais ou menos científicas'' é polêmico. Mundo afora sociologia é ciência, no Brasil é só copiar/colar. "
975,Feminino,Branca,Não,63,Casada/o,1,Evangélico,De direita,publica,ensino médio,empresário,ensino superior,educação,Ciências Agrárias,Agronomia,Paraná,No interior,Pública Estadual,Universidade,38,6,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,,5 - Muito,0 - Não atua,5 - Muito,4,5 - Muito,4,3,5 - Muito,0 - Não atua,5 - Muito,1 - Pouco,5 - Muito,5 - Muito,1 - Pouco,3,4,3,1 - Pouco,Não é ciência,3,3,3,5 - Muito,5 - Muito,5 - Muito,3,3,3,5 - Muito,5 - Muito,
976,Feminino,Branca,Não,59,Casada/o,0,Sem religião,De esquerda,particular,ensino superior,educação,ensino médio,serviços comerciais,Ciências Sociais aplicadas,Comunicação social,Santa Catarina,Na capital,Pública Federal,Universidade,15,4,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,,4,0 - Não atua,4,4,5 - Muito,4,3,4,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
977,Feminino,Branca,Não,67,Casada/o,0,Sem religião,De esquerda,publica,pós-graduação,serviços administrativos,pós-graduação,serviços profissionais,Ciências Humanas,Antropologia,Santa Catarina,Na capital,Pública Federal,Universidade,40,5,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,,4,0 - Não atua,4,3,5 - Muito,5 - Muito,4,5 - Muito,0 - Não atua,4,4,4,4,5 - Muito,5 - Muito,4,5 - Muito,4,3,4,2,2,5 - Muito,5 - Muito,5 - Muito,3,3,3,3,3,
979,Masculino,Branca,Não,58,Casada/o,1,Sem religião,Prefiro não responder,publica,ensino superior,serviços administrativos,ensino médio,serviços administrativos,Ciências da Natureza,Ecologia,Rio de Janeiro,Na capital,Pública Federal,Universidade,34,5,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,,3,0 - Não atua,3,3,4,2,3,3,0 - Não atua,5 - Muito,4,5 - Muito,5 - Muito,4,4,4,4,4,4,3,3,2,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,4,5 - Muito,5 - Muito,
980,Masculino,Branca,Não,51,Casada/o,2,Espiritismo,De centro,publica,ensino básico,artífice-técnico,ensino básico,dona de casa,Engenharias,Engenharia mecânica,Rio Grande do Sul,Na capital,Pública Federal,Universidade,12,6,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,,3,0 - Não atua,3,0 - Não atua,3,3,5 - Muito,5 - Muito,0 - Não atua,4,4,4,3,2,2,3,2,2,1 - Pouco,3,3,3,4,4,4,3,3,3,3,3,
981,Feminino,Branca,Não,62,Casada/o,2,Sem religião,De esquerda,publica,ensino básico,serviços comerciais,ensino médio,educação,Ciências Humanas,Educação,Santa Catarina,Na capital,Pública Federal,Universidade,15,4,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,,5 - Muito,1 - Pouco,5 - Muito,5 - Muito,5 - Muito,3,3,1 - Pouco,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
982,Masculino,Branca,Não,50,Casada/o,1,Ateísmo,Prefiro não responder,particular,ensino médio,serviços comerciais,ensino básico,artífice-técnica,Ciências da Natureza,Biologia,Rio de Janeiro,Na capital,Pública Federal,Instituto de Pesquisa,20,4,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,,0 - Não atua,0 - Não atua,3,2,5 - Muito,5 - Muito,2,4,0 - Não atua,4,3,5 - Muito,4,4,Não é ciência,2,1 - Pouco,Não é ciência,Não é ciência,4,2,Não é ciência,3,5 - Muito,5 - Muito,4,4,4,4,4,
983,Masculino,Branca,Não,51,Casada/o,3+,Católico,De esquerda,particular,ensino básico,empresário,ensino médio,dona de casa,Ciências Sociais aplicadas,Administração,Rio de Janeiro,Na capital,Pública Federal,Universidade,13,5,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,,4,2,5 - Muito,1 - Pouco,5 - Muito,2,3,5 - Muito,1 - Pouco,4,3,5 - Muito,4,4,4,3,4,3,3,4,4,4,5 - Muito,5 - Muito,5 - Muito,3,4,4,4,4,
984,Masculino,Branca,Não,75,Casada/o,1,Católico,De esquerda,particular,ensino superior,serviços profissionais,ensino médio,dona de casa,Ciências Humanas,Filosofia,Rio de Janeiro,Na capital,Pública Federal,Universidade,50,7,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,,4,0 - Não atua,2,1 - Pouco,5 - Muito,0 - Não atua,1 - Pouco,1 - Pouco,0 - Não atua,1 - Pouco,1 - Pouco,5 - Muito,5 - Muito,4,4,4,4,2,1 - Pouco,4,3,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,4,4,4,
985,Feminino,Branca,Não,69,Divorciada/o,2,Católico,Prefiro não responder,particular,ensino superior,serviços profissionais,ensino médio,empresária,Ciências Agrárias,Ciências dos alimentos,Santa Catarina,Na capital,Pública Federal,Universidade,25,6,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,4,5 - Muito,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,3,Não é ciência,Não é ciência,5 - Muito,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
986,Feminino,Branca,Não,51,Casada/o,1,Judaico,De esquerda,particular,pós-graduação,serviços profissionais,pós-graduação,serviços profissionais,Ciências Sociais aplicadas,Administração,Rio de Janeiro,Na capital,Pública Federal,Universidade,3,6,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,,2,0 - Não atua,5 - Muito,4,5 - Muito,5 - Muito,1 - Pouco,5 - Muito,0 - Não atua,5 - Muito,3,5 - Muito,5 - Muito,4,4,4,4,4,3,4,4,4,4,5 - Muito,5 - Muito,3,4,4,5 - Muito,5 - Muito,
988,Feminino,Branca,Não,43,Viuva/o,2,Católico,De esquerda,publica,ensino básico,trabalhador industrial,ensino médio,serviços comerciais,Ciências Humanas,Educação,Rio Grande do Sul,No interior,Privada sem fins lucrativos,Universidade,15,4,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,,5 - Muito,3,5 - Muito,3,5 - Muito,5 - Muito,2,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
990,Masculino,Branca,Não,64,Casada/o,1,Católico,De direita,publica,ensino básico,setor agrícola,ensino básico,setor agrícola,Ciências Agrárias,Agronomia,Rio Grande do Sul,Na capital,Pública Federal,Universidade,30,6,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,,5 - Muito,0 - Não atua,3,4,4,5 - Muito,4,4,0 - Não atua,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,
991,Masculino,Branca,Não,52,Casada/o,2,Sem religião,De esquerda,particular,pós-graduação,educação,ensino superior,serviços profissionais,Ciências Sociais aplicadas,Ciências da informação,Rio de Janeiro,Na capital,Pública Federal,Instituto de Pesquisa,9,4,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,3,0 - Não atua,5 - Muito,0 - Não atua,5 - Muito,3,1 - Pouco,5 - Muito,0 - Não atua,3,2,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,5 - Muito,4,4,3,1 - Pouco,3,5 - Muito,5 - Muito,5 - Muito,2,Não é ciência,3,3,3,
992,Masculino,Branca,Não,60,Solteira/o,1,Ateísmo,De esquerda,publica,pós-graduação,serviços técnicos,ensino básico,dona de casa,Ciências Humanas,Filosofia,Santa Catarina,Na capital,Pública Federal,Universidade,28,6,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,,3,0 - Não atua,4,1 - Pouco,3,1 - Pouco,2,3,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,5 - Muito,4,3,2,5 - Muito,3,3,5 - Muito,5 - Muito,5 - Muito,3,3,5 - Muito,5 - Muito,5 - Muito,
993,Feminino,Branca,Não,61,Casada/o,1,Católico,De esquerda,publica,ensino superior,serviços profissionais,ensino médio,dona de casa,Ciências Humanas,Comunicação social,Rio de Janeiro,Na capital,Pública Federal,Universidade,30,7,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,,5 - Muito,0 - Não atua,5 - Muito,3,5 - Muito,0 - Não atua,2,0 - Não atua,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
994,Masculino,Branca,Não,61,Solteira/o,2,Católico,De esquerda,publica,pós-graduação,educação,ensino médio,artífice-técnica,Engenharias,Engenharia de produção,Rio de Janeiro,Na capital,Pública Federal,Universidade,27,4,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,,5 - Muito,5 - Muito,5 - Muito,3,5 - Muito,5 - Muito,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
995,Feminino,Branca,Não,67,Viuva/o,0,Católico,De esquerda,publica,ensino básico,trabalhador industrial,ensino básico,serviços técnicos,Ciências Sociais aplicadas,Comunicação social,Rio de Janeiro,Na capital,Pública Federal,Universidade,12,7,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,,5 - Muito,1 - Pouco,5 - Muito,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,0 - Não atua,5 - Muito,3,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,4,4,3,3,5 - Muito,5 - Muito,5 - Muito,4,4,4,4,5 - Muito,
996,Masculino,Branca,Não,50,Casada/o,2,Sem religião,De esquerda,publica,ensino básico,serviços comerciais,ensino básico,dona de casa,Ciências Exatas,Física,Rio Grande do Sul,No interior,Pública Federal,Universidade,12,3,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,,4,0 - Não atua,3,2,4,3,3,4,0 - Não atua,3,4,4,5 - Muito,3,4,3,4,3,2,3,2,2,4,5 - Muito,4,5 - Muito,4,4,3,4,
997,Feminino,Branca,Não,54,Divorciada/o,2,Sem religião,De esquerda,particular,ensino básico,serviços técnicos,ensino médio,educação,Ciências Humanas,Educação,Santa Catarina,Na capital,Pública Federal,Universidade,30,4,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,,5 - Muito,0 - Não atua,4,2,5 - Muito,3,4,5 - Muito,0 - Não atua,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,5 - Muito,
